3,0.00E+00
2.998489627,0.049429043
2.993960029,0.100118585
2.986415768,0.149763717
2.975864438,0.198958236
2.962316666,0.247496388
2.945786092,0.295255238
2.926289361,0.342092802
2.903846104,0.387884362
2.878478921,0.432511156
2.850213353,0.475869633
2.819077862,0.517864884
2.785103799,0.558414735
2.748325372,0.597449333
2.708779615,0.634910775
2.666506346,0.670751651
2.621548131,0.704936065
2.57395024,0.737438117
2.523760598,0.768240956
2.471029744,0.797337229
2.415810773,0.824726726
2.358159284,0.850416833
2.298133329,0.874420886
2.235793349,0.896757722
2.171202114,0.917450922
2.104424663,0.936527961
2.035528235,0.954019697
1.964582202,0.969959621
1.891658001,0.984383376
1.816829061,0.997328252
1.740170729,1.0088327
1.661760192,1.018936005
1.581676403,1.027677909
1.5,1.035098339
1.416813224,1.041237048
1.332199838,1.046133611
1.246245039,1.049827063
1.159035377,1.052355855
1.070658665,1.05375765
0.98120389,1.054069376
0.890761126,1.053326999
0.799421441,1.051565573
0.707276807,1.048819178
0.614420004,1.04512088
0.520944533,1.040502768
0.426944515,1.034995885
0.3325146,1.028630304
0.237749871,1.021435133
0.142745747,1.013438486
0.047597892,1.004667559
-0.047597892,0.99514864
-0.142745747,0.984907138
-0.237749871,0.973967612
-0.3325146,0.962353815
-0.426944515,0.950088733
-0.520944533,0.93719458
-0.614420004,0.923692877
-0.707276807,0.909604488
-0.799421441,0.894949606
-0.890761126,0.879747832
-0.98120389,0.864018179
-1.070658665,0.847779114
-1.159035377,0.831048607
-1.246245039,0.813844095
-1.332199838,0.796182603
-1.416813224,0.778080691
-1.5,0.759554525
-1.581676403,0.740619849
-1.661760192,0.721292107
-1.740170729,0.701586352
-1.816829061,0.681517329
-1.891658001,0.661099479
-1.964582202,0.640346979
-2.035528235,0.619273723
-2.104424663,0.597893365
-2.171202114,0.576219333
-2.235793349,0.554264812
-2.298133329,0.532042822
-2.358159284,0.509566158
-2.415810773,0.486847467
-2.471029744,0.463899253
-2.523760598,0.440733745
-2.57395024,0.417363259
-2.621548131,0.393799668
-2.666506346,0.370055061
-2.708779615,0.346141239
-2.748325372,0.322069811
-2.785103799,0.297852589
-2.819077862,0.273500923
-2.850213353,0.24902618
-2.878478921,0.224439826
-2.903846104,0.199753638
-2.926289361,0.174977911
-2.945786092,0.150124719
-2.962316666,0.125203902
-2.975864438,0.100228944
-2.986415768,0.075199812
-2.993960029,0.050153809
-2.998489627,0.024726845
-3,0.00E+00
-2.998489627,-0.024726845
-2.993960029,-0.050153809
-2.986415768,-0.075199812
-2.975864438,-0.100228944
-2.962316666,-0.125203902
-2.945786092,-0.150124719
-2.926289361,-0.174977911
-2.903846104,-0.199753638
-2.878478921,-0.224439826
-2.850213353,-0.24902618
-2.819077862,-0.273500923
-2.785103799,-0.297852589
-2.748325372,-0.322069811
-2.708779615,-0.346141239
-2.666506346,-0.370055061
-2.621548131,-0.393799668
-2.57395024,-0.417363259
-2.523760598,-0.440733745
-2.471029744,-0.463899253
-2.415810773,-0.486847467
-2.358159284,-0.509566158
-2.298133329,-0.532042822
-2.235793349,-0.554264812
-2.171202114,-0.576219333
-2.104424663,-0.597893365
-2.035528235,-0.619273723
-1.964582202,-0.640346979
-1.891658001,-0.661099479
-1.816829061,-0.681517329
-1.740170729,-0.701586352
-1.661760192,-0.721292107
-1.581676403,-0.740619849
-1.5,-0.759554525
-1.416813224,-0.778080691
-1.332199838,-0.796182603
-1.246245039,-0.813844095
-1.159035377,-0.831048607
-1.070658665,-0.847779114
-0.98120389,-0.864018179
-0.890761126,-0.879747832
-0.799421441,-0.894949606
-0.707276807,-0.909604488
-0.614420004,-0.923692877
-0.520944533,-0.93719458
-0.426944515,-0.950088733
-0.3325146,-0.962353815
-0.237749871,-0.973967612
-0.142745747,-0.984907138
-0.047597892,-0.99514864
0.047597892,-1.004667559
0.142745747,-1.013438486
0.237749871,-1.021435133
0.3325146,-1.028630304
0.426944515,-1.034995885
0.520944533,-1.040502768
0.614420004,-1.04512088
0.707276807,-1.048819178
0.799421441,-1.051565573
0.890761126,-1.053326999
0.98120389,-1.054069376
1.070658665,-1.05375765
1.159035377,-1.052355855
1.246245039,-1.049827063
1.332199838,-1.046133611
1.416813224,-1.041237048
1.5,-1.035098339
1.581676403,-1.027677909
1.661760192,-1.018936005
1.740170729,-1.0088327
1.816829061,-0.997328252
1.891658001,-0.984383376
1.964582202,-0.969959621
2.035528235,-0.954019697
2.104424663,-0.936527961
2.171202114,-0.917450922
2.235793349,-0.896757722
2.298133329,-0.874420886
2.358159284,-0.850416833
2.415810773,-0.824726726
2.471029744,-0.797337229
2.523760598,-0.768240956
2.57395024,-0.737438117
2.621548131,-0.704936065
2.666506346,-0.670751651
2.708779615,-0.634910775
2.748325372,-0.597449333
2.785103799,-0.558414735
2.819077862,-0.517864884
2.850213353,-0.475869633
2.878478921,-0.432511156
2.903846104,-0.387884362
2.926289361,-0.342092802
2.945786092,-0.295255238
2.962316666,-0.247496388
2.975864438,-0.198958236
2.986415768,-0.149763717
2.993960029,-0.100118585
2.998489627,-0.049429043
