2,-4.90E-16,,,,200 panels,
1.999889604,-0.010043761,,,,,
1.999558428,-0.020810497,,,,2,-4.90E-16
1.999006509,-0.031508476,,,,1.998993085,-0.031702495
1.998233908,-0.041911467,,,,1.995973353,-0.063396827
1.997240709,-0.052425992,,,,1.990943845,-0.095027602
1.996027023,-0.062990623,,,,1.983909626,-0.126563206
1.994592984,-0.0734267,,,,1.974877777,-0.157972928
1.992938749,-0.083902144,,,,1.963857395,-0.189226704
1.991064503,-0.094409248,,,,1.950859574,-0.220295182
1.98897045,-0.104841638,,,,1.935897403,-0.251146294
1.986656823,-0.115278608,,,,1.918985947,-0.2817184
1.984123877,-0.125733495,,,,1.900142235,-0.312023382
1.981371892,-0.136145412,,,,1.879385242,-0.342011326
1.978401171,-0.146535428,,,,1.856735866,-0.371656165
1.975212043,-0.156933061,,,,1.832216915,-0.400920997
1.971804859,-0.167312705,,,,1.805853077,-0.429787762
1.968179996,-0.177645792,,,,1.777670897,-0.458221256
1.964337853,-0.187978228,,,,1.747698754,-0.486191186
1.960278856,-0.198304369,,,,1.715966826,-0.513671201
1.956003451,-0.208581659,,,,1.682507066,-0.540638227
1.951512112,-0.218839969,,,,1.647353163,-0.567054973
1.946805333,-0.22908612,,,,1.610540515,-0.592905387
1.941883635,-0.239315081,,,,1.572106189,-0.618157145
1.93674756,-0.249490049,,,,1.532088886,-0.642784423
1.931397677,-0.259647531,,,,1.490528899,-0.666766585
1.925834575,-0.269784221,,,,1.447468076,-0.690076065
1.920058868,-0.27989718,,,,1.402949775,-0.712691527
1.914071195,-0.289961189,,,,1.357018823,-0.734590041
1.907872215,-0.299996022,,,,1.309721468,-0.755747487
1.901462615,-0.310003018,,,,1.261105334,-0.776144581
1.8948431,-0.31997981,,,,1.211219374,-0.79576092
1.888014402,-0.329924224,,,,1.160113819,-0.814574584
1.880977275,-0.339818455,,,,1.107840128,-0.832569536
1.873732496,-0.34967757,,,,1.054450935,-0.849724386
1.866280864,-0.359500869,,,,1,-0.866025229
1.858623202,-0.369286514,,,,0.94454215,-0.881452666
1.850760355,-0.379032789,,,,0.888133225,-0.895993327
1.842693192,-0.388738082,,,,0.830830026,-0.909631624
1.834422603,-0.39840088,,,,0.772690251,-0.922353773
1.825949501,-0.408012941,,,,0.713772443,-0.934147801
1.817274821,-0.417580758,,,,0.654135927,-0.945000739
1.808399522,-0.427103355,,,,0.593840751,-0.954901738
1.799324583,-0.436579406,,,,0.532947627,-0.963841963
1.790051005,-0.446007654,,,,0.471517871,-0.97181135
1.780579812,-0.455386908,,,,0.409613336,-0.978802048
1.770912051,-0.464716034,,,,0.347296355,-0.984807433
1.761048789,-0.473993952,,,,0.284629677,-0.989821093
1.750991113,-0.483219636,,,,0.2216764,-0.993838191
1.740740135,-0.492392105,,,,0.158499914,-0.99685448
1.730296986,-0.501510423,,,,0.095163832,-0.998867078
1.71966282,-0.510573697,,,,0.031731928,-0.999873828
1.708838809,-0.519581074,,,,-0.031731928,-0.999873828
1.69782615,-0.528531737,,,,-0.095163832,-0.998867078
1.686626057,-0.537420842,,,,-0.158499914,-0.99685448
1.675239767,-0.546249664,,,,-0.2216764,-0.993838191
1.663668538,-0.555019071,,,,-0.284629677,-0.989821093
