100,0.126
99.70689786,0.167035747
98.83102779,0.288782842
97.38265856,0.487297047
95.37877098,0.756405373
92.84285881,1.087607395
89.80465329,1.47162705
86.2997746,1.898286087
82.36931424,2.356794902
78.05935327,2.835177871
73.42042203,3.322326615
68.50690777,3.806793241
63.37641693,4.27633075
58.08909983,4.716670126
52.70694543,5.113993642
47.29305457,5.454994224
41.91090017,5.725435308
36.62358307,5.909736574
31.49309223,5.994250116
26.57957797,5.971296416
21.94064673,5.834147134
17.63068576,5.577911354
13.7002254,5.200159731
10.19534671,4.710941437
7.157141192,4.11936004
4.621229016,3.435849148
2.617341441,2.663264865
1.168972214,1.822837465
0.293102142,0.926333528
0,0
0.293102142,-0.926333528
1.168972214,-1.822837465
2.617341441,-2.663264865
4.621229016,-3.435849148
7.157141192,-4.11936004
10.19534671,-4.710941437
13.7002254,-5.200159731
17.63068576,-5.577911354
21.94064673,-5.834147134
26.57957797,-5.971296416
31.49309223,-5.994250116
36.62358307,-5.909736574
41.91090017,-5.725435308
47.29305457,-5.454994224
52.70694543,-5.113993642
58.08909983,-4.716670126
63.37641693,-4.27633075
68.50690777,-3.806793241
73.42042203,-3.322326615
78.05935327,-2.835177871
82.36931424,-2.356794902
86.2997746,-1.898286087
89.80465329,-1.47162705
92.84285881,-1.087607395
95.37877098,-0.756405373
97.38265856,-0.487297047
98.83102779,-0.288782842
99.70689786,-0.167035747
100,-0.126
